order_id,source_product_name,matched_product_id,matched_product_name,match_method,score
IN_25092140,Cardamom 50gms,,,unmatched,0.5
IN_25092140,Ceylon Cinnamon 100gm,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092115,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092115,Clove 100gm,,,unmatched,0.5
IN_25092142,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092142,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092162,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092162,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092186,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092136,Ceylon Cinnamon 100gm,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092119,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092119,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092160,Cardamom 250g,,,unmatched,0.5
IN_25092160,250gm Black Pepper,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092245,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092245,200 gm Black pepper,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,0.75
IN_25092253,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092252,Ceylon Cinnamon 100gm,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092252,Delivery Charge,,,unmatched,0.0
IN_25092247,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092247,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092223,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092223,250gm Black Pepper,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25091995,Ceylon Cinnamon C5,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25091995,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25091995,Clove 100gm,,,unmatched,0.5
IN_25091994,Clove 100gm,,,unmatched,0.5
IN_25091994,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25091910,Cardamom 500gms,,,unmatched,0.5
IN_25091910,Delivery Charge,,,unmatched,0.0
IN_25091965,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25091965,Ceylon Cinnamon 100gm,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092024,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092024,Clove 250gm,,,unmatched,0.5
IN_25092024,Cardamom 500gms,,,unmatched,0.5
IN_25092024,Nutmeg Mace,,,unmatched,0.0
IN_25092024,Kerala Nutmug,,,unmatched,0.5
IN_25092020,Cardamom 500gms,,,unmatched,0.5
IN_25092020,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092020,Delivery Charge,,,unmatched,0.0
IN_25092022,Cardamom 250g,,,unmatched,0.5
IN_25092093,Black Pepper 500gms,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25092680,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092680,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25092659,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25092667,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25092667,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25092697,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25092670,Black Pepper 100,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,1.0
IN_25092698,Ceylon Cinnamon C5,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092656,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25092656,Ceylon Cinnamon C5,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092644,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092664,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092633,Ceylon Cinnamon C5,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092630,Black Pepper (Bulk) 1kg,,,unmatched,0.5
IN_25092630,Ceylon Cinnamon C5,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092630,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25092678,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25092678,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092693,Ceylon Cinnamon C5,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092693,Cardamom 50gms,,,unmatched,0.5
IN_25092676,Ceylon Cinnamon C5,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092710,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25092765,Ceylon Cinnamon 150,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25092752,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25092975,Cinnamon 100gm,,,unmatched,0.5
IN_25092975,Cardamom 100gms,,,unmatched,0.5
IN_25092917,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25092983,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25092998,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25092998,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25092969,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25092969,Cardamom 50gms,,,unmatched,0.5
IN_25092979,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25092989,Spices,,,unmatched,0.0
IN_25100116,Cardamom 50gms,,,unmatched,0.5
IN_25100116,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25100116,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100198,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100160,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100132,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25100132,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100127,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25100127,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100173,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25100173,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100279,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100287,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100287,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100261,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25100278,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100288,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100249,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25100315,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25100315,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100342,Cardamom 50gms,,,unmatched,0.5
IN_25100342,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100328,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100328,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100396,Clove 100,,,unmatched,0.5
IN_25100310,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25100365,Clove 100,,,unmatched,0.5
IN_25100314,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100614,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100614,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25100614,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100631,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100683,Cardamom 50gms,,,unmatched,0.5
IN_25100683,clove 50,864b63c6-ea70-4608-92a9-d9aa47bada5c,Clove 50 gram,token_similarity,1.0
IN_25100683,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25100633,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100633,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25100633,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100640,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100679,Cardamom 50gms,,,unmatched,0.5
IN_25100679,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100628,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25100628,Clove 100,,,unmatched,0.5
IN_25100628,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25100628,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100689,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100685,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25100662,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100662,Turmeric 100gm,,,unmatched,0.5
IN_25100682,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25100682,Cardamom 50gms,,,unmatched,0.5
IN_25100765,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25100765,Clove 100,,,unmatched,0.5
IN_25100765,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100825,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100874,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100819,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100894,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25100890,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100890,Cardamom 50gms,,,unmatched,0.5
IN_25100890,Clove 100,,,unmatched,0.5
IN_25100890,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100892,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100892,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25100892,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25100942,Cardamom 50gms,,,unmatched,0.5
IN_25100942,clove 50,864b63c6-ea70-4608-92a9-d9aa47bada5c,Clove 50 gram,token_similarity,1.0
IN_25100942,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25100933,Cardamom 50gms,,,unmatched,0.5
IN_25100933,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100953,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25100953,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100970,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100913,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25100940,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25100957,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25100930,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25100930,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101344,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101344,Clove 100,,,unmatched,0.5
IN_25101329,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25101330,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101330,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25101330,Black Pepper 100,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,1.0
IN_25101330,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25101330,Turmeric 100gm,,,unmatched,0.5
IN_25101330,Clove 100,,,unmatched,0.5
IN_25101330,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25101330,White Pepper 100,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25101489,Cardamom 150,,,unmatched,0.5
IN_25101489,clove 150,,,unmatched,0.5
IN_25101489,Ceylon Cinnamon 150,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25101442,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101442,Clove 100,,,unmatched,0.5
IN_25101442,Black Pepper 800,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25101490,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101490,Clove 100,,,unmatched,0.5
IN_25101490,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25101490,Black Pepper 100,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,1.0
IN_25101496,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25101496,Idukki Tamarind 500 gm,,,unmatched,0.3333
IN_25101496,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101496,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25101496,Clove 100,,,unmatched,0.5
IN_25101455,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101455,Clove 100,,,unmatched,0.5
IN_25101465,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101465,Clove 100,,,unmatched,0.5
IN_25101422,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101422,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25101597,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101597,Clove 100,,,unmatched,0.5
IN_25101675,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25101614,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101614,Clove 100,,,unmatched,0.5
IN_25101748,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101748,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25101782,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101782,Clove 100,,,unmatched,0.5
IN_25101782,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25101782,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25101752,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25101752,Cardamom 50gms,,,unmatched,0.5
IN_25101713,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101713,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25101866,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25101866,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101821,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25101842,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101842,Clove 100,,,unmatched,0.5
IN_25101842,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25101842,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25101858,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25101858,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25101882,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25101882,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102116,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102189,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102142,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25102149,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25102146,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102146,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102173,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25102153,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102110,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102110,Clove 100,,,unmatched,0.5
IN_25102124,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25102114,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102147,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102147,Cardamom 50gms,,,unmatched,0.5
IN_25102244,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102244,Clove 100,,,unmatched,0.5
IN_25102244,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102244,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102231,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102231,Clove 100,,,unmatched,0.5
IN_25102253,Black Pepper 100,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,1.0
IN_25102249,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25102344,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102377,clove 50,864b63c6-ea70-4608-92a9-d9aa47bada5c,Clove 50 gram,token_similarity,1.0
IN_25102377,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25102377,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
